Algorithm,ExecuteTime,ExploredCells,TotalPath,ShortestPath,Length,MapType,Success
depthFirst,0.0010039806365966797,128,128,70,27,LimitMap,True
breadthFirst,0.0019578933715820312,221,221,19,27,LimitMap,True
bestFirst,0.0015194416046142578,97,97,58,27,LimitMap,True
greedyBestFirst,0.0009984970092773438,26,26,23,27,LimitMap,True
AStar,0.0010764598846435547,26,26,23,27,LimitMap,True
depthFirst,0.004065990447998047,488,984,135,27,IdealMap,True
breadthFirst,0.013170003890991211,1213,2461,44,27,IdealMap,True
bestFirst,0.05792403221130371,1090,1884,37,27,IdealMap,True
greedyBestFirst,0.0010063648223876953,39,79,52,27,IdealMap,True
AStar,0.001004934310913086,50,88,50,27,IdealMap,True
depthFirst,0.004554271697998047,44,44,45,27,BaseMap,True
breadthFirst,0.0051116943359375,291,291,23,27,BaseMap,True
bestFirst,0.003943920135498047,44,44,45,27,BaseMap,True
greedyBestFirst,0.008452415466308594,36,36,29,27,BaseMap,True
AStar,0.007517099380493164,36,36,29,27,BaseMap,True
depthFirst,0.02029728889465332,42,42,43,27,ParabolicMap,True
breadthFirst,0.03572702407836914,852,852,22,27,ParabolicMap,True
bestFirst,0.017885684967041016,42,42,43,27,ParabolicMap,True
greedyBestFirst,0.03742551803588867,67,67,37,27,ParabolicMap,True
AStar,0.05252504348754883,67,67,37,27,ParabolicMap,True
depthFirst,0.0011048316955566406,18,31,34,27,VaryingMap,True
breadthFirst,0.008644819259643555,485,962,33,27,VaryingMap,True
bestFirst,0.01690840721130371,190,190,21,27,VaryingMap,True
greedyBestFirst,0.0030088424682617188,28,54,46,27,VaryingMap,True
AStar,0.007777690887451172,36,46,32,27,VaryingMap,True
depthFirst,0.002027273178100586,115,115,85,27,LimitMap,True
breadthFirst,0.0015711784362792969,171,171,15,27,LimitMap,True
bestFirst,0.002040863037109375,97,97,71,27,LimitMap,True
greedyBestFirst,0.0,16,16,15,27,LimitMap,True
AStar,0.0011479854583740234,16,16,15,27,LimitMap,True
depthFirst,0.015882492065429688,1273,2566,0,27,IdealMap,False
breadthFirst,0.018490314483642578,1617,3204,0,27,IdealMap,False
bestFirst,0.08770489692687988,1474,2798,0,27,IdealMap,False
greedyBestFirst,0.04688119888305664,1261,2507,0,27,IdealMap,False
AStar,0.045372724533081055,1304,2540,0,27,IdealMap,False
depthFirst,0.008525371551513672,38,38,39,27,BaseMap,True
breadthFirst,0.0045735836029052734,262,262,21,27,BaseMap,True
bestFirst,0.002038717269897461,38,38,39,27,BaseMap,True
greedyBestFirst,0.0035839080810546875,35,35,29,27,BaseMap,True
AStar,0.0040547847747802734,35,35,29,27,BaseMap,True
depthFirst,0.0062143802642822266,26,26,27,27,ParabolicMap,True
breadthFirst,0.015801668167114258,490,490,15,27,ParabolicMap,True
bestFirst,0.01549077033996582,26,26,27,27,ParabolicMap,True
greedyBestFirst,0.017307519912719727,39,39,24,27,ParabolicMap,True
AStar,0.015540361404418945,39,39,24,27,ParabolicMap,True
depthFirst,0.002509593963623047,23,40,40,27,VaryingMap,True
breadthFirst,0.01372385025024414,626,1230,40,27,VaryingMap,True
bestFirst,0.01919078826904297,234,234,24,27,VaryingMap,True
greedyBestFirst,0.006036520004272461,36,66,55,27,VaryingMap,True
AStar,0.009685754776000977,42,54,40,27,VaryingMap,True
depthFirst,0.005112171173095703,290,290,26,27,LimitMap,True
breadthFirst,0.0015575885772705078,205,205,17,27,LimitMap,True
bestFirst,0.00500941276550293,260,260,34,27,LimitMap,True
greedyBestFirst,0.0011677742004394531,17,17,17,27,LimitMap,True
AStar,0.0,17,17,17,27,LimitMap,True
depthFirst,0.0010304450988769531,58,115,65,27,IdealMap,True
breadthFirst,0.01886463165283203,1429,2873,54,27,IdealMap,True
bestFirst,0.020526409149169922,542,766,37,27,IdealMap,True
greedyBestFirst,0.0009984970092773438,26,53,49,27,IdealMap,True
AStar,0.0,27,38,38,27,IdealMap,True
depthFirst,0.013150215148925781,52,52,53,27,BaseMap,True
breadthFirst,0.0061664581298828125,358,358,27,27,BaseMap,True
bestFirst,0.006777048110961914,52,52,53,27,BaseMap,True
greedyBestFirst,0.009085893630981445,54,54,38,27,BaseMap,True
AStar,0.009624242782592773,54,54,38,27,BaseMap,True
depthFirst,0.016437292098999023,44,44,45,27,ParabolicMap,True
breadthFirst,0.033560752868652344,914,914,23,27,ParabolicMap,True
bestFirst,0.016678810119628906,44,44,45,27,ParabolicMap,True
greedyBestFirst,0.03923296928405762,69,69,33,27,ParabolicMap,True
AStar,0.04757237434387207,69,69,33,27,ParabolicMap,True
depthFirst,0.0011363029479980469,15,26,27,27,VaryingMap,True
breadthFirst,0.009718656539916992,446,872,27,27,VaryingMap,True
bestFirst,0.010718345642089844,173,173,17,27,VaryingMap,True
greedyBestFirst,0.0030815601348876953,27,51,34,27,VaryingMap,True
AStar,0.005097866058349609,34,51,34,27,VaryingMap,True
depthFirst,0.002017498016357422,117,117,94,27,LimitMap,True
breadthFirst,0.001039266586303711,235,235,20,27,LimitMap,True
bestFirst,0.0009603500366210938,75,75,55,27,LimitMap,True
greedyBestFirst,0.0,28,28,23,27,LimitMap,True
AStar,0.0011141300201416016,28,28,23,27,LimitMap,True
depthFirst,0.0011243820190429688,124,234,69,27,IdealMap,True
breadthFirst,0.01216888427734375,1222,2454,39,27,IdealMap,True
bestFirst,0.06737542152404785,1146,1979,37,27,IdealMap,True
greedyBestFirst,0.0015320777893066406,24,48,41,27,IdealMap,True
AStar,0.0010533332824707031,24,46,44,27,IdealMap,True
depthFirst,0.007086515426635742,48,48,48,27,BaseMap,True
breadthFirst,0.006039619445800781,321,321,25,27,BaseMap,True
bestFirst,0.003620147705078125,48,48,48,27,BaseMap,True
greedyBestFirst,0.00605320930480957,41,41,34,27,BaseMap,True
AStar,0.008174657821655273,41,41,34,27,BaseMap,True
depthFirst,0.013465642929077148,32,32,33,27,ParabolicMap,True
breadthFirst,0.021565914154052734,610,610,17,27,ParabolicMap,True
bestFirst,0.013579130172729492,32,32,33,27,ParabolicMap,True
greedyBestFirst,0.01640629768371582,37,37,28,27,ParabolicMap,True
AStar,0.014848709106445312,37,37,28,27,ParabolicMap,True
depthFirst,0.001035928726196289,15,29,32,27,VaryingMap,True
breadthFirst,0.010903358459472656,437,846,28,27,VaryingMap,True
bestFirst,0.014124631881713867,165,165,17,27,VaryingMap,True
greedyBestFirst,0.004273653030395508,29,56,44,27,VaryingMap,True
AStar,0.0066263675689697266,36,52,35,27,VaryingMap,True
depthFirst,0.000972747802734375,45,45,43,27,LimitMap,True
breadthFirst,0.0011420249938964844,260,260,22,27,LimitMap,True
bestFirst,0.0011074542999267578,26,26,26,27,LimitMap,True
greedyBestFirst,0.0,25,25,23,27,LimitMap,True
AStar,0.0,25,25,23,27,LimitMap,True
depthFirst,0.0025250911712646484,164,309,78,27,IdealMap,True
breadthFirst,0.017911195755004883,1300,2592,44,27,IdealMap,True
bestFirst,0.027420997619628906,547,765,34,27,IdealMap,True
greedyBestFirst,0.0,21,45,47,27,IdealMap,True
AStar,0.0,26,40,35,27,IdealMap,True
depthFirst,0.006966352462768555,48,48,49,27,BaseMap,True
breadthFirst,0.006635189056396484,324,324,25,27,BaseMap,True
bestFirst,0.010773897171020508,48,48,49,27,BaseMap,True
greedyBestFirst,0.008584022521972656,42,42,33,27,BaseMap,True
AStar,0.00661158561706543,42,42,33,27,BaseMap,True
depthFirst,0.019742488861083984,38,38,39,27,ParabolicMap,True
breadthFirst,0.03127646446228027,774,774,20,27,ParabolicMap,True
bestFirst,0.019179821014404297,38,38,39,27,ParabolicMap,True
greedyBestFirst,0.037157535552978516,67,67,33,27,ParabolicMap,True
AStar,0.040014028549194336,67,67,33,27,ParabolicMap,True
depthFirst,0.0020058155059814453,24,49,52,27,VaryingMap,True
breadthFirst,0.019358396530151367,703,1392,0,27,VaryingMap,False
bestFirst,0.030455350875854492,292,292,26,27,VaryingMap,True
greedyBestFirst,0.009871721267700195,46,100,70,27,VaryingMap,True
AStar,0.020622968673706055,65,91,52,27,VaryingMap,True
depthFirst,0.0,38,38,31,27,LimitMap,True
breadthFirst,0.0009770393371582031,272,272,23,27,LimitMap,True
bestFirst,0.0010464191436767578,42,42,37,27,LimitMap,True
greedyBestFirst,0.0,24,24,24,27,LimitMap,True
AStar,0.0,24,24,24,27,LimitMap,True
depthFirst,0.003209829330444336,287,584,52,27,IdealMap,True
breadthFirst,0.014965295791625977,994,1937,36,27,IdealMap,True
bestFirst,0.02263164520263672,468,651,39,27,IdealMap,True
greedyBestFirst,0.0005130767822265625,22,43,40,27,IdealMap,True
AStar,0.0010232925415039062,34,56,44,27,IdealMap,True
depthFirst,0.004655599594116211,37,37,38,27,BaseMap,True
breadthFirst,0.052858829498291016,259,259,20,27,BaseMap,True
bestFirst,0.013263463973999023,37,37,38,27,BaseMap,True
greedyBestFirst,0.0035080909729003906,30,30,25,27,BaseMap,True
AStar,0.003062725067138672,30,30,25,27,BaseMap,True
depthFirst,0.031040668487548828,46,46,47,27,ParabolicMap,True
breadthFirst,0.033417463302612305,987,987,25,27,ParabolicMap,True
bestFirst,0.04940962791442871,46,46,47,27,ParabolicMap,True
greedyBestFirst,0.03871655464172363,62,62,41,27,ParabolicMap,True
AStar,0.04905438423156738,62,62,41,27,ParabolicMap,True
depthFirst,0.004163980484008789,26,55,58,27,VaryingMap,True
breadthFirst,0.01872873306274414,703,1389,0,27,VaryingMap,False
bestFirst,0.05282187461853027,323,323,30,27,VaryingMap,True
greedyBestFirst,0.0181884765625,47,93,71,27,VaryingMap,True
AStar,0.020127296447753906,66,93,65,27,VaryingMap,True
depthFirst,0.0010139942169189453,58,58,53,27,LimitMap,True
breadthFirst,0.0025734901428222656,272,272,22,27,LimitMap,True
bestFirst,0.0010335445404052734,34,34,33,27,LimitMap,True
greedyBestFirst,0.0009999275207519531,29,29,24,27,LimitMap,True
AStar,0.0009856224060058594,29,29,24,27,LimitMap,True
depthFirst,0.014161825180053711,853,1684,82,27,IdealMap,True
breadthFirst,0.015698909759521484,877,1739,30,27,IdealMap,True
bestFirst,0.012600421905517578,390,569,24,27,IdealMap,True
greedyBestFirst,0.0,19,36,34,27,IdealMap,True
AStar,0.0005044937133789062,20,29,27,27,IdealMap,True
depthFirst,0.003991127014160156,32,32,33,27,BaseMap,True
breadthFirst,0.006517171859741211,230,230,18,27,BaseMap,True
bestFirst,0.0031099319458007812,32,32,33,27,BaseMap,True
greedyBestFirst,0.00706791877746582,37,37,25,27,BaseMap,True
AStar,0.005518436431884766,37,37,25,27,BaseMap,True
depthFirst,0.016127586364746094,36,36,37,27,ParabolicMap,True
breadthFirst,0.026772499084472656,724,724,19,27,ParabolicMap,True
bestFirst,0.012565851211547852,36,36,37,27,ParabolicMap,True
greedyBestFirst,0.025107622146606445,50,50,30,27,ParabolicMap,True
AStar,0.03171873092651367,50,50,30,27,ParabolicMap,True
depthFirst,0.0020265579223632812,23,48,49,27,VaryingMap,True
breadthFirst,0.01995563507080078,703,1397,0,27,VaryingMap,False
bestFirst,0.03179478645324707,285,285,27,27,VaryingMap,True
greedyBestFirst,0.01213836669921875,49,104,84,27,VaryingMap,True
AStar,0.019263267517089844,57,77,44,27,VaryingMap,True
depthFirst,0.0,64,64,52,27,LimitMap,True
breadthFirst,0.0009999275207519531,208,208,18,27,LimitMap,True
bestFirst,0.0009989738464355469,74,74,59,27,LimitMap,True
greedyBestFirst,0.0010001659393310547,22,22,21,27,LimitMap,True
AStar,0.0,22,22,21,27,LimitMap,True
depthFirst,0.0076160430908203125,474,905,162,27,IdealMap,True
breadthFirst,0.009565353393554688,871,1719,35,27,IdealMap,True
bestFirst,0.06982874870300293,1258,2244,34,27,IdealMap,True
greedyBestFirst,0.0010416507720947266,22,41,36,27,IdealMap,True
AStar,0.0,24,42,36,27,IdealMap,True
depthFirst,0.010656595230102539,40,40,41,27,BaseMap,True
breadthFirst,0.009613752365112305,282,282,21,27,BaseMap,True
bestFirst,0.020144939422607422,40,40,41,27,BaseMap,True
greedyBestFirst,0.00551605224609375,34,34,29,27,BaseMap,True
AStar,0.003507852554321289,34,34,29,27,BaseMap,True
depthFirst,0.01902318000793457,46,46,47,27,ParabolicMap,True
breadthFirst,0.04024457931518555,970,970,24,27,ParabolicMap,True
bestFirst,0.0371701717376709,46,46,47,27,ParabolicMap,True
greedyBestFirst,0.0596923828125,66,66,39,27,ParabolicMap,True
AStar,0.06740403175354004,66,66,39,27,ParabolicMap,True
depthFirst,0.006042003631591797,28,52,52,27,VaryingMap,True
breadthFirst,0.017760038375854492,703,1390,0,27,VaryingMap,False
bestFirst,0.044829607009887695,318,318,29,27,VaryingMap,True
greedyBestFirst,0.012607097625732422,46,87,67,27,VaryingMap,True
AStar,0.016098976135253906,59,80,57,27,VaryingMap,True
depthFirst,0.0010001659393310547,51,51,49,27,LimitMap,True
breadthFirst,0.0020079612731933594,298,298,26,27,LimitMap,True
bestFirst,0.0,55,55,51,27,LimitMap,True
greedyBestFirst,0.0020525455474853516,29,29,26,27,LimitMap,True
AStar,0.001035928726196289,29,29,26,27,LimitMap,True
depthFirst,0.0034532546997070312,193,390,101,27,IdealMap,True
breadthFirst,0.01942300796508789,976,1933,33,27,IdealMap,True
bestFirst,0.024424314498901367,512,702,25,27,IdealMap,True
greedyBestFirst,0.0010516643524169922,27,55,40,27,IdealMap,True
AStar,0.0010516643524169922,28,50,34,27,IdealMap,True
depthFirst,0.0020079612731933594,38,38,38,27,BaseMap,True
breadthFirst,0.002999544143676758,258,258,20,27,BaseMap,True
bestFirst,0.002057790756225586,38,38,38,27,BaseMap,True
greedyBestFirst,0.003270387649536133,32,32,27,27,BaseMap,True
AStar,0.003509044647216797,32,32,27,27,BaseMap,True
depthFirst,0.023774147033691406,41,41,42,27,ParabolicMap,True
breadthFirst,0.036325693130493164,862,862,22,27,ParabolicMap,True
bestFirst,0.025918006896972656,41,41,42,27,ParabolicMap,True
greedyBestFirst,0.042352914810180664,69,69,35,27,ParabolicMap,True
AStar,0.050020456314086914,69,69,35,27,ParabolicMap,True
depthFirst,0.0010027885437011719,15,33,34,27,VaryingMap,True
breadthFirst,0.010102510452270508,489,971,33,27,VaryingMap,True
bestFirst,0.01734471321105957,184,184,20,27,VaryingMap,True
greedyBestFirst,0.003999471664428711,36,65,41,27,VaryingMap,True
AStar,0.005568504333496094,37,53,34,27,VaryingMap,True
depthFirst,0.0,30,30,30,27,LimitMap,True
breadthFirst,0.0009992122650146484,298,298,25,27,LimitMap,True
bestFirst,0.0010001659393310547,73,73,66,27,LimitMap,True
greedyBestFirst,0.0,28,28,26,27,LimitMap,True
AStar,0.0,28,28,26,27,LimitMap,True
depthFirst,0.01320195198059082,741,1484,249,27,IdealMap,True
breadthFirst,0.015710830688476562,1218,2419,38,27,IdealMap,True
bestFirst,0.016109943389892578,399,546,25,27,IdealMap,True
greedyBestFirst,0.0,22,45,41,27,IdealMap,True
AStar,0.0010809898376464844,21,35,34,27,IdealMap,True
depthFirst,0.003548860549926758,32,32,33,27,BaseMap,True
breadthFirst,0.005125522613525391,214,214,17,27,BaseMap,True
bestFirst,0.0035142898559570312,32,32,33,27,BaseMap,True
greedyBestFirst,0.011137247085571289,29,29,22,27,BaseMap,True
AStar,0.0076830387115478516,29,29,22,27,BaseMap,True
depthFirst,0.010215044021606445,30,30,31,27,ParabolicMap,True
breadthFirst,0.01772904396057129,552,552,16,27,ParabolicMap,True
bestFirst,0.007215976715087891,30,30,31,27,ParabolicMap,True
greedyBestFirst,0.020308256149291992,50,50,25,27,ParabolicMap,True
AStar,0.020810604095458984,50,50,25,27,ParabolicMap,True
depthFirst,0.002502918243408203,28,54,55,27,VaryingMap,True
breadthFirst,0.012817859649658203,703,1388,0,27,VaryingMap,False
bestFirst,0.043946266174316406,333,333,34,27,VaryingMap,True
greedyBestFirst,0.012190103530883789,52,100,76,27,VaryingMap,True
AStar,0.017834186553955078,66,93,61,27,VaryingMap,True
depthFirst,0.0005054473876953125,49,49,39,27,LimitMap,True
breadthFirst,0.001004934310913086,256,256,21,27,LimitMap,True
bestFirst,0.0010042190551757812,31,31,32,27,LimitMap,True
greedyBestFirst,0.0,27,27,22,27,LimitMap,True
AStar,0.0010004043579101562,27,27,22,27,LimitMap,True
depthFirst,0.009346485137939453,864,1700,106,27,IdealMap,True
breadthFirst,0.010177373886108398,973,1946,36,27,IdealMap,True
bestFirst,0.05478310585021973,1365,2559,27,27,IdealMap,True
greedyBestFirst,0.0010402202606201172,22,41,35,27,IdealMap,True
AStar,0.0005507469177246094,20,31,29,27,IdealMap,True
depthFirst,0.001031637191772461,32,32,33,27,BaseMap,True
breadthFirst,0.0039520263671875,223,223,17,27,BaseMap,True
bestFirst,0.0026216506958007812,32,32,33,27,BaseMap,True
greedyBestFirst,0.003900289535522461,31,31,22,27,BaseMap,True
AStar,0.004643440246582031,31,31,22,27,BaseMap,True
depthFirst,0.01975560188293457,48,48,49,27,ParabolicMap,True
breadthFirst,0.03291821479797363,993,993,25,27,ParabolicMap,True
bestFirst,0.022238492965698242,48,48,49,27,ParabolicMap,True
greedyBestFirst,0.03729867935180664,62,62,38,27,ParabolicMap,True
AStar,0.03985023498535156,62,62,38,27,ParabolicMap,True
depthFirst,0.0030596256256103516,23,45,48,27,VaryingMap,True
breadthFirst,0.015119314193725586,702,1389,50,27,VaryingMap,True
bestFirst,0.023355960845947266,261,261,25,27,VaryingMap,True
greedyBestFirst,0.007414579391479492,44,82,63,27,VaryingMap,True
AStar,0.01064300537109375,54,68,43,27,VaryingMap,True
depthFirst,0.005612850189208984,268,268,45,27,LimitMap,True
breadthFirst,0.0010464191436767578,231,231,19,27,LimitMap,True
bestFirst,0.0037207603454589844,239,239,70,27,LimitMap,True
greedyBestFirst,0.0011153221130371094,23,23,20,27,LimitMap,True
AStar,0.0,23,23,20,27,LimitMap,True
depthFirst,0.013173580169677734,1267,2529,0,27,IdealMap,False
breadthFirst,0.016674280166625977,1636,3272,0,27,IdealMap,False
bestFirst,0.0669412612915039,1474,2817,0,27,IdealMap,False
greedyBestFirst,0.030948162078857422,1321,2648,0,27,IdealMap,False
AStar,0.040670156478881836,1351,2644,0,27,IdealMap,False
depthFirst,0.0030226707458496094,30,30,31,27,BaseMap,True
breadthFirst,0.005040884017944336,195,195,16,27,BaseMap,True
bestFirst,0.0010445117950439453,30,30,31,27,BaseMap,True
greedyBestFirst,0.0030324459075927734,28,28,20,27,BaseMap,True
AStar,0.0029959678649902344,28,28,20,27,BaseMap,True
depthFirst,0.025328636169433594,44,44,45,27,ParabolicMap,True
breadthFirst,0.03559303283691406,908,908,23,27,ParabolicMap,True
bestFirst,0.023345947265625,44,44,45,27,ParabolicMap,True
greedyBestFirst,0.04040813446044922,69,69,38,27,ParabolicMap,True
AStar,0.04395103454589844,69,69,38,27,ParabolicMap,True
depthFirst,0.002002239227294922,20,44,47,27,VaryingMap,True
breadthFirst,0.013664722442626953,674,1348,42,27,VaryingMap,True
bestFirst,0.022146940231323242,256,256,25,27,VaryingMap,True
greedyBestFirst,0.004072666168212891,34,64,50,27,VaryingMap,True
AStar,0.007605552673339844,41,53,43,27,VaryingMap,True
depthFirst,0.0,16,16,15,27,LimitMap,True
breadthFirst,0.0,156,156,14,27,LimitMap,True
bestFirst,0.0,32,32,30,27,LimitMap,True
greedyBestFirst,0.0,19,19,14,27,LimitMap,True
AStar,0.0,19,19,14,27,LimitMap,True
depthFirst,0.0009551048278808594,35,67,67,27,IdealMap,True
breadthFirst,0.015619277954101562,1454,2877,51,27,IdealMap,True
bestFirst,0.024915456771850586,591,828,42,27,IdealMap,True
greedyBestFirst,0.0010175704956054688,26,49,49,27,IdealMap,True
AStar,0.0009500980377197266,29,46,44,27,IdealMap,True
depthFirst,0.08411097526550293,44,44,45,27,BaseMap,True
breadthFirst,0.0097198486328125,300,300,23,27,BaseMap,True
bestFirst,0.09513258934020996,44,44,45,27,BaseMap,True
greedyBestFirst,0.00519871711730957,36,36,29,27,BaseMap,True
AStar,0.005030155181884766,36,36,29,27,BaseMap,True
depthFirst,0.02030658721923828,38,38,39,27,ParabolicMap,True
breadthFirst,0.029103994369506836,769,769,20,27,ParabolicMap,True
bestFirst,0.015838623046875,38,38,39,27,ParabolicMap,True
greedyBestFirst,0.028705120086669922,67,67,30,27,ParabolicMap,True
AStar,0.03293013572692871,67,67,30,27,ParabolicMap,True
depthFirst,0.0009853839874267578,15,25,26,27,VaryingMap,True
breadthFirst,0.009655952453613281,459,902,34,27,VaryingMap,True
bestFirst,0.012228012084960938,173,173,19,27,VaryingMap,True
greedyBestFirst,0.0051000118255615234,36,71,55,27,VaryingMap,True
AStar,0.004673957824707031,39,66,37,27,VaryingMap,True
depthFirst,0.0,39,39,35,27,LimitMap,True
breadthFirst,0.0010287761688232422,276,276,23,27,LimitMap,True
bestFirst,0.0011188983917236328,56,56,49,27,LimitMap,True
greedyBestFirst,0.0009243488311767578,25,25,25,27,LimitMap,True
AStar,0.0009989738464355469,25,25,25,27,LimitMap,True
depthFirst,0.007630109786987305,802,1611,122,27,IdealMap,True
breadthFirst,0.013649463653564453,1374,2729,50,27,IdealMap,True
bestFirst,0.06629085540771484,1204,2065,38,27,IdealMap,True
greedyBestFirst,0.0010831356048583984,31,59,48,27,IdealMap,True
AStar,0.0009627342224121094,38,63,47,27,IdealMap,True
depthFirst,0.0030591487884521484,49,49,49,27,BaseMap,True
breadthFirst,0.013617992401123047,341,341,26,27,BaseMap,True
bestFirst,0.0035970211029052734,49,49,49,27,BaseMap,True
greedyBestFirst,0.007669210433959961,38,38,37,27,BaseMap,True
AStar,0.006584882736206055,38,38,37,27,BaseMap,True
depthFirst,0.022501468658447266,51,51,52,27,ParabolicMap,True
breadthFirst,0.04294228553771973,1050,1050,27,27,ParabolicMap,True
bestFirst,0.02623438835144043,51,51,52,27,ParabolicMap,True
greedyBestFirst,0.0373988151550293,65,65,47,27,ParabolicMap,True
AStar,0.04921770095825195,65,65,47,27,ParabolicMap,True
depthFirst,0.002064228057861328,22,44,45,27,VaryingMap,True
breadthFirst,0.014745950698852539,700,1394,40,27,VaryingMap,True
bestFirst,0.027460575103759766,264,264,24,27,VaryingMap,True
greedyBestFirst,0.008723020553588867,41,81,61,27,VaryingMap,True
AStar,0.011681556701660156,42,63,52,27,VaryingMap,True
depthFirst,0.0,18,18,18,27,LimitMap,True
breadthFirst,0.0009167194366455078,187,187,16,27,LimitMap,True
bestFirst,0.0010523796081542969,30,30,28,27,LimitMap,True
greedyBestFirst,0.000598907470703125,19,19,16,27,LimitMap,True
AStar,0.0011057853698730469,19,19,16,27,LimitMap,True
depthFirst,0.011336088180541992,800,1618,170,27,IdealMap,True
breadthFirst,0.014956474304199219,990,1971,42,27,IdealMap,True
bestFirst,0.07112312316894531,1370,2584,58,27,IdealMap,True
greedyBestFirst,0.0010225772857666016,25,54,41,27,IdealMap,True
AStar,0.0005810260772705078,24,49,44,27,IdealMap,True
depthFirst,0.0019965171813964844,33,33,34,27,BaseMap,True
breadthFirst,0.006070375442504883,233,233,18,27,BaseMap,True
bestFirst,0.0019655227661132812,34,34,34,27,BaseMap,True
greedyBestFirst,0.0036482810974121094,28,28,22,27,BaseMap,True
AStar,0.0032100677490234375,28,28,22,27,BaseMap,True
depthFirst,0.016489744186401367,39,39,40,27,ParabolicMap,True
breadthFirst,0.03630471229553223,828,828,21,27,ParabolicMap,True
bestFirst,0.01753830909729004,39,39,40,27,ParabolicMap,True
greedyBestFirst,0.05872035026550293,84,84,36,27,ParabolicMap,True
AStar,0.05872678756713867,84,84,36,27,ParabolicMap,True
depthFirst,0.001928567886352539,28,49,50,27,VaryingMap,True
breadthFirst,0.013812541961669922,703,1393,0,27,VaryingMap,False
bestFirst,0.041014909744262695,315,315,28,27,VaryingMap,True
greedyBestFirst,0.01402139663696289,47,90,60,27,VaryingMap,True
AStar,0.019124507904052734,62,86,60,27,VaryingMap,True
depthFirst,0.0009682178497314453,98,98,71,27,LimitMap,True
breadthFirst,0.001718759536743164,162,162,14,27,LimitMap,True
bestFirst,0.0,17,17,18,27,LimitMap,True
greedyBestFirst,0.00095367431640625,19,19,16,27,LimitMap,True
AStar,0.00093841552734375,19,19,16,27,LimitMap,True
depthFirst,0.006287336349487305,469,951,204,27,IdealMap,True
breadthFirst,0.01942753791809082,1504,2954,52,27,IdealMap,True
bestFirst,0.024605512619018555,571,784,42,27,IdealMap,True
greedyBestFirst,0.0,28,61,60,27,IdealMap,True
AStar,0.00101470947265625,37,55,50,27,IdealMap,True
depthFirst,0.004620790481567383,48,48,49,27,BaseMap,True
breadthFirst,0.0059986114501953125,318,318,25,27,BaseMap,True
bestFirst,0.008997201919555664,48,48,49,27,BaseMap,True
greedyBestFirst,0.008061647415161133,43,43,35,27,BaseMap,True
AStar,0.009869575500488281,43,43,35,27,BaseMap,True
depthFirst,0.008906126022338867,32,32,33,27,ParabolicMap,True
breadthFirst,0.02315831184387207,642,642,17,27,ParabolicMap,True
bestFirst,0.011610031127929688,32,32,33,27,ParabolicMap,True
greedyBestFirst,0.03372597694396973,56,56,29,27,ParabolicMap,True
AStar,0.027228832244873047,56,56,29,27,ParabolicMap,True
depthFirst,0.0010170936584472656,21,40,42,27,VaryingMap,True
breadthFirst,0.015759944915771484,625,1237,39,27,VaryingMap,True
bestFirst,0.022738218307495117,240,240,23,27,VaryingMap,True
greedyBestFirst,0.006145000457763672,32,62,48,27,VaryingMap,True
AStar,0.009997129440307617,38,53,42,27,VaryingMap,True
depthFirst,0.0,22,22,20,27,LimitMap,True
breadthFirst,0.000997304916381836,152,152,14,27,LimitMap,True
bestFirst,0.0,29,29,28,27,LimitMap,True
greedyBestFirst,0.0,14,14,14,27,LimitMap,True
AStar,0.0,14,14,14,27,LimitMap,True
depthFirst,0.00872492790222168,858,1689,92,27,IdealMap,True
breadthFirst,0.012881994247436523,980,1936,36,27,IdealMap,True
bestFirst,0.004861116409301758,206,273,28,27,IdealMap,True
greedyBestFirst,0.0,19,30,32,27,IdealMap,True
AStar,0.0010037422180175781,23,35,35,27,IdealMap,True
depthFirst,0.005673408508300781,48,48,49,27,BaseMap,True
breadthFirst,0.0047647953033447266,332,332,25,27,BaseMap,True
bestFirst,0.01034688949584961,48,48,49,27,BaseMap,True
greedyBestFirst,0.012988567352294922,41,41,32,27,BaseMap,True
AStar,0.006513357162475586,41,41,32,27,BaseMap,True
depthFirst,0.025444507598876953,40,40,41,27,ParabolicMap,True
breadthFirst,0.026933670043945312,816,816,21,27,ParabolicMap,True
bestFirst,0.02068352699279785,40,40,41,27,ParabolicMap,True
greedyBestFirst,0.029859066009521484,54,54,32,27,ParabolicMap,True
AStar,0.03196430206298828,54,54,32,27,ParabolicMap,True
depthFirst,0.0030777454376220703,26,46,48,27,VaryingMap,True
breadthFirst,0.013728141784667969,703,1393,0,27,VaryingMap,False
bestFirst,0.02902388572692871,293,293,28,27,VaryingMap,True
greedyBestFirst,0.00859689712524414,45,91,63,27,VaryingMap,True
AStar,0.012655496597290039,55,71,52,27,VaryingMap,True
depthFirst,0.0015621185302734375,107,107,65,27,LimitMap,True
breadthFirst,0.0010001659393310547,161,161,15,27,LimitMap,True
bestFirst,0.002037525177001953,122,122,75,27,LimitMap,True
greedyBestFirst,0.0009617805480957031,17,17,15,27,LimitMap,True
AStar,0.0,17,17,15,27,LimitMap,True
depthFirst,0.0009968280792236328,58,116,66,27,IdealMap,True
breadthFirst,0.0174252986907959,1354,2697,44,27,IdealMap,True
bestFirst,0.03403830528259277,748,1083,39,27,IdealMap,True
greedyBestFirst,0.0010802745819091797,23,49,50,27,IdealMap,True
AStar,0.0,27,46,46,27,IdealMap,True
depthFirst,0.0030837059020996094,40,40,41,27,BaseMap,True
